"Date","Unit_ID","Name_Full","Name_Short","Active"
2020-11-06,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",31
2020-11-06,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",5
2020-11-06,3536,"Halton Regional Health Unit","Halton",324
2020-11-06,3537,"City of Hamilton Health Unit","Hamilton",259
2020-11-06,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",6
2020-11-06,3540,"Chatham-Kent Health Unit","Chatham-Kent",14
2020-11-06,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",7
2020-11-06,3542,"Lambton Health Unit","Lambton",8
2020-11-06,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",7
2020-11-06,3544,"Middlesex-London Health Unit","Middlesex-London",77
2020-11-06,3546,"Niagara Regional Area Health Unit","Niagara",194
2020-11-06,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",2
2020-11-06,3549,"Northwestern Health Unit","Northwestern",4
2020-11-06,3551,"City of Ottawa Health Unit","Ottawa",607
2020-11-06,3553,"Peel Regional Health Unit","Peel",1848
2020-11-06,3555,"Peterborough County-City Health Unit","Peterborough",7
2020-11-06,3556,"Porcupine Health Unit","Porcupine",1
2020-11-06,3557,"Renfrew County and District Health Unit","Renfrew",13
2020-11-06,3558,"The Eastern Ontario Health Unit","Eastern",108
2020-11-06,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",135
2020-11-06,3561,"Sudbury and District Health Unit","Sudbury",28
2020-11-06,3562,"Thunder Bay District Health Unit","Thunder Bay",3
2020-11-06,3563,"Timiskaming Health Unit","Timiskaming",0
2020-11-06,3565,"Waterloo Health Unit","Waterloo",176
2020-11-06,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",61
2020-11-06,3568,"Windsor-Essex County Health Unit","Windsor-Essex",72
2020-11-06,3570,"York Regional Health Unit","York",1018
2020-11-06,3575,"Southwestern Public Health","Southwestern",51
2020-11-06,3595,"City of Toronto Health Unit","Toronto",3260
2020-11-07,3500,"Huron Perth Health Unit","Huron Perth",26
2020-11-07,3526,"The District of Algoma Health Unit","Algoma",3
2020-11-07,3527,"Brant County Health Unit","Brant",82
2020-11-07,3530,"Durham Regional Health Unit","Durham",237
2020-11-07,3533,"Grey Bruce Health Unit","Grey Bruce",7
2020-11-07,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",28
2020-11-07,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",3
2020-11-07,3536,"Halton Regional Health Unit","Halton",350
2020-11-07,3537,"City of Hamilton Health Unit","Hamilton",307
2020-11-07,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",5
2020-11-07,3540,"Chatham-Kent Health Unit","Chatham-Kent",13
2020-11-07,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",5
2020-11-07,3542,"Lambton Health Unit","Lambton",10
2020-11-07,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",11
2020-11-07,3544,"Middlesex-London Health Unit","Middlesex-London",72
2020-11-07,3546,"Niagara Regional Area Health Unit","Niagara",197
2020-11-07,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",2
2020-11-07,3549,"Northwestern Health Unit","Northwestern",4
2020-11-07,3551,"City of Ottawa Health Unit","Ottawa",595
2020-11-07,3553,"Peel Regional Health Unit","Peel",2072
2020-11-07,3555,"Peterborough County-City Health Unit","Peterborough",7
2020-11-07,3556,"Porcupine Health Unit","Porcupine",2
2020-11-07,3557,"Renfrew County and District Health Unit","Renfrew",14
2020-11-07,3558,"The Eastern Ontario Health Unit","Eastern",115
2020-11-07,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",139
2020-11-07,3561,"Sudbury and District Health Unit","Sudbury",39
2020-11-07,3562,"Thunder Bay District Health Unit","Thunder Bay",7
2020-11-07,3563,"Timiskaming Health Unit","Timiskaming",0
2020-11-07,3565,"Waterloo Health Unit","Waterloo",176
2020-11-07,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",75
2020-11-07,3568,"Windsor-Essex County Health Unit","Windsor-Essex",91
2020-11-07,3570,"York Regional Health Unit","York",1020
2020-11-07,3575,"Southwestern Public Health","Southwestern",49
2020-11-07,3595,"City of Toronto Health Unit","Toronto",3342
2020-11-08,3500,"Huron Perth Health Unit","Huron Perth",28
2020-11-08,3526,"The District of Algoma Health Unit","Algoma",9
2020-11-08,3527,"Brant County Health Unit","Brant",83
2020-11-08,3530,"Durham Regional Health Unit","Durham",228
2020-11-08,3533,"Grey Bruce Health Unit","Grey Bruce",12
2020-11-08,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",24
2020-11-08,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",4
2020-11-08,3536,"Halton Regional Health Unit","Halton",365
2020-11-08,3537,"City of Hamilton Health Unit","Hamilton",332
2020-11-08,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",4
2020-11-08,3540,"Chatham-Kent Health Unit","Chatham-Kent",12
2020-11-08,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",10
2020-11-08,3542,"Lambton Health Unit","Lambton",10
2020-11-08,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",9
2020-11-08,3544,"Middlesex-London Health Unit","Middlesex-London",102
2020-11-08,3546,"Niagara Regional Area Health Unit","Niagara",194
2020-11-08,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",3
2020-11-08,3549,"Northwestern Health Unit","Northwestern",4
2020-11-08,3551,"City of Ottawa Health Unit","Ottawa",588
2020-11-08,3553,"Peel Regional Health Unit","Peel",2149
2020-11-08,3555,"Peterborough County-City Health Unit","Peterborough",8
2020-11-08,3556,"Porcupine Health Unit","Porcupine",1
2020-11-08,3557,"Renfrew County and District Health Unit","Renfrew",12
2020-11-08,3558,"The Eastern Ontario Health Unit","Eastern",110
2020-11-08,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",136
2020-11-08,3561,"Sudbury and District Health Unit","Sudbury",46
2020-11-08,3562,"Thunder Bay District Health Unit","Thunder Bay",14
2020-11-08,3563,"Timiskaming Health Unit","Timiskaming",0
2020-11-08,3565,"Waterloo Health Unit","Waterloo",185
2020-11-08,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",89
2020-11-08,3568,"Windsor-Essex County Health Unit","Windsor-Essex",106
2020-11-08,3570,"York Regional Health Unit","York",1025
2020-11-08,3575,"Southwestern Public Health","Southwestern",52
2020-11-08,3595,"City of Toronto Health Unit","Toronto",3560
2020-11-09,3500,"Huron Perth Health Unit","Huron Perth",48
2020-11-09,3526,"The District of Algoma Health Unit","Algoma",12
2020-11-09,3527,"Brant County Health Unit","Brant",77
2020-11-09,3530,"Durham Regional Health Unit","Durham",225
2020-11-09,3533,"Grey Bruce Health Unit","Grey Bruce",14
2020-11-09,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",23
2020-11-09,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",4
2020-11-09,3536,"Halton Regional Health Unit","Halton",411
2020-11-09,3537,"City of Hamilton Health Unit","Hamilton",347
2020-11-09,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",4
2020-11-09,3540,"Chatham-Kent Health Unit","Chatham-Kent",9
2020-11-09,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",11
2020-11-09,3542,"Lambton Health Unit","Lambton",9
2020-11-09,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",8
2020-11-09,3544,"Middlesex-London Health Unit","Middlesex-London",110
2020-11-09,3546,"Niagara Regional Area Health Unit","Niagara",232
2020-11-09,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",2
2020-11-09,3549,"Northwestern Health Unit","Northwestern",5
2020-11-09,3551,"City of Ottawa Health Unit","Ottawa",538
2020-11-09,3553,"Peel Regional Health Unit","Peel",2415
2020-11-09,3555,"Peterborough County-City Health Unit","Peterborough",8
2020-11-09,3556,"Porcupine Health Unit","Porcupine",2
2020-11-09,3557,"Renfrew County and District Health Unit","Renfrew",9
2020-11-09,3558,"The Eastern Ontario Health Unit","Eastern",113
2020-11-09,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",135
2020-11-09,3561,"Sudbury and District Health Unit","Sudbury",49
2020-11-09,3562,"Thunder Bay District Health Unit","Thunder Bay",15
2020-11-09,3563,"Timiskaming Health Unit","Timiskaming",0
2020-11-09,3565,"Waterloo Health Unit","Waterloo",200
2020-11-09,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",95
2020-11-09,3568,"Windsor-Essex County Health Unit","Windsor-Essex",100
2020-11-09,3570,"York Regional Health Unit","York",1037
2020-11-09,3575,"Southwestern Public Health","Southwestern",56
2020-11-09,3595,"City of Toronto Health Unit","Toronto",3783
2020-11-10,3500,"Huron Perth Health Unit","Huron Perth",48
2020-11-10,3526,"The District of Algoma Health Unit","Algoma",14
2020-11-10,3527,"Brant County Health Unit","Brant",81
2020-11-10,3530,"Durham Regional Health Unit","Durham",267
2020-11-10,3533,"Grey Bruce Health Unit","Grey Bruce",14
2020-11-10,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",27
2020-11-10,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",5
2020-11-10,3536,"Halton Regional Health Unit","Halton",412
2020-11-10,3537,"City of Hamilton Health Unit","Hamilton",386
2020-11-10,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",4
2020-11-10,3540,"Chatham-Kent Health Unit","Chatham-Kent",10
2020-11-10,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",13
2020-11-10,3542,"Lambton Health Unit","Lambton",9
2020-11-10,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",11
2020-11-10,3544,"Middlesex-London Health Unit","Middlesex-London",123
2020-11-10,3546,"Niagara Regional Area Health Unit","Niagara",243
2020-11-10,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",3
2020-11-10,3549,"Northwestern Health Unit","Northwestern",3
2020-11-10,3551,"City of Ottawa Health Unit","Ottawa",487
2020-11-10,3553,"Peel Regional Health Unit","Peel",2744
2020-11-10,3555,"Peterborough County-City Health Unit","Peterborough",6
2020-11-10,3556,"Porcupine Health Unit","Porcupine",2
2020-11-10,3557,"Renfrew County and District Health Unit","Renfrew",7
2020-11-10,3558,"The Eastern Ontario Health Unit","Eastern",98
2020-11-10,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",140
2020-11-10,3561,"Sudbury and District Health Unit","Sudbury",54
2020-11-10,3562,"Thunder Bay District Health Unit","Thunder Bay",23
2020-11-10,3563,"Timiskaming Health Unit","Timiskaming",0
2020-11-10,3565,"Waterloo Health Unit","Waterloo",221
2020-11-10,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",90
2020-11-10,3568,"Windsor-Essex County Health Unit","Windsor-Essex",97
2020-11-10,3570,"York Regional Health Unit","York",1131
2020-11-10,3575,"Southwestern Public Health","Southwestern",37
2020-11-10,3595,"City of Toronto Health Unit","Toronto",3821
2020-11-11,3500,"Huron Perth Health Unit","Huron Perth",55
2020-11-11,3526,"The District of Algoma Health Unit","Algoma",13
2020-11-11,3527,"Brant County Health Unit","Brant",71
2020-11-11,3530,"Durham Regional Health Unit","Durham",298
2020-11-11,3533,"Grey Bruce Health Unit","Grey Bruce",20
2020-11-11,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",28
2020-11-11,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",4
2020-11-11,3536,"Halton Regional Health Unit","Halton",434
2020-11-11,3537,"City of Hamilton Health Unit","Hamilton",368
2020-11-11,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",3
2020-11-11,3540,"Chatham-Kent Health Unit","Chatham-Kent",22
2020-11-11,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",15
2020-11-11,3542,"Lambton Health Unit","Lambton",7
2020-11-11,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",13
2020-11-11,3544,"Middlesex-London Health Unit","Middlesex-London",140
2020-11-11,3546,"Niagara Regional Area Health Unit","Niagara",238
2020-11-11,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",5
2020-11-11,3549,"Northwestern Health Unit","Northwestern",5
2020-11-11,3551,"City of Ottawa Health Unit","Ottawa",530
2020-11-11,3553,"Peel Regional Health Unit","Peel",2968
2020-11-11,3555,"Peterborough County-City Health Unit","Peterborough",9
2020-11-11,3556,"Porcupine Health Unit","Porcupine",3
2020-11-11,3557,"Renfrew County and District Health Unit","Renfrew",7
2020-11-11,3558,"The Eastern Ontario Health Unit","Eastern",104
2020-11-11,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",149
2020-11-11,3561,"Sudbury and District Health Unit","Sudbury",61
2020-11-11,3562,"Thunder Bay District Health Unit","Thunder Bay",24
2020-11-11,3563,"Timiskaming Health Unit","Timiskaming",0
2020-11-11,3565,"Waterloo Health Unit","Waterloo",251
2020-11-11,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",92
2020-11-11,3568,"Windsor-Essex County Health Unit","Windsor-Essex",130
2020-11-11,3570,"York Regional Health Unit","York",1167
2020-11-11,3575,"Southwestern Public Health","Southwestern",50
2020-11-11,3595,"City of Toronto Health Unit","Toronto",3987
2020-11-12,3500,"Huron Perth Health Unit","Huron Perth",64
2020-11-12,3526,"The District of Algoma Health Unit","Algoma",12
2020-11-12,3527,"Brant County Health Unit","Brant",65
2020-11-12,3530,"Durham Regional Health Unit","Durham",308
2020-11-12,3533,"Grey Bruce Health Unit","Grey Bruce",20
2020-11-12,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",29
2020-11-12,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",5
2020-11-12,3536,"Halton Regional Health Unit","Halton",462
2020-11-12,3537,"City of Hamilton Health Unit","Hamilton",383
2020-11-12,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",6
2020-11-12,3540,"Chatham-Kent Health Unit","Chatham-Kent",22
2020-11-12,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",20
2020-11-12,3542,"Lambton Health Unit","Lambton",7
2020-11-12,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",16
2020-11-12,3544,"Middlesex-London Health Unit","Middlesex-London",134
2020-11-12,3546,"Niagara Regional Area Health Unit","Niagara",215
2020-11-12,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",7
2020-11-12,3549,"Northwestern Health Unit","Northwestern",7
2020-11-12,3551,"City of Ottawa Health Unit","Ottawa",486
2020-11-12,3553,"Peel Regional Health Unit","Peel",3195
2020-11-12,3555,"Peterborough County-City Health Unit","Peterborough",11
2020-11-12,3556,"Porcupine Health Unit","Porcupine",3
2020-11-12,3557,"Renfrew County and District Health Unit","Renfrew",7
2020-11-12,3558,"The Eastern Ontario Health Unit","Eastern",97
2020-11-12,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",149
2020-11-12,3561,"Sudbury and District Health Unit","Sudbury",63
2020-11-12,3562,"Thunder Bay District Health Unit","Thunder Bay",26
2020-11-12,3563,"Timiskaming Health Unit","Timiskaming",0
2020-11-12,3565,"Waterloo Health Unit","Waterloo",269
2020-11-12,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",106
2020-11-12,3568,"Windsor-Essex County Health Unit","Windsor-Essex",136
2020-11-12,3570,"York Regional Health Unit","York",1211
2020-11-12,3575,"Southwestern Public Health","Southwestern",46
2020-11-12,3595,"City of Toronto Health Unit","Toronto",4043
2020-11-13,3500,"Huron Perth Health Unit","Huron Perth",71
2020-11-13,3526,"The District of Algoma Health Unit","Algoma",11
2020-11-13,3527,"Brant County Health Unit","Brant",75
2020-11-13,3530,"Durham Regional Health Unit","Durham",338
2020-11-13,3533,"Grey Bruce Health Unit","Grey Bruce",25
2020-11-13,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",26
2020-11-13,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",8
2020-11-13,3536,"Halton Regional Health Unit","Halton",462
2020-11-13,3537,"City of Hamilton Health Unit","Hamilton",374
2020-11-13,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",8
2020-11-13,3540,"Chatham-Kent Health Unit","Chatham-Kent",22
2020-11-13,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",30
2020-11-13,3542,"Lambton Health Unit","Lambton",8
2020-11-13,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",15
2020-11-13,3544,"Middlesex-London Health Unit","Middlesex-London",137
2020-11-13,3546,"Niagara Regional Area Health Unit","Niagara",200
2020-11-13,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",4
2020-11-13,3549,"Northwestern Health Unit","Northwestern",7
2020-11-13,3551,"City of Ottawa Health Unit","Ottawa",504
2020-11-13,3553,"Peel Regional Health Unit","Peel",3447
2020-11-13,3555,"Peterborough County-City Health Unit","Peterborough",15
2020-11-13,3556,"Porcupine Health Unit","Porcupine",1
2020-11-13,3557,"Renfrew County and District Health Unit","Renfrew",8
2020-11-13,3558,"The Eastern Ontario Health Unit","Eastern",83
2020-11-13,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",158
2020-11-13,3561,"Sudbury and District Health Unit","Sudbury",67
2020-11-13,3562,"Thunder Bay District Health Unit","Thunder Bay",30
2020-11-13,3563,"Timiskaming Health Unit","Timiskaming",0
2020-11-13,3565,"Waterloo Health Unit","Waterloo",308
2020-11-13,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",92
2020-11-13,3568,"Windsor-Essex County Health Unit","Windsor-Essex",172
2020-11-13,3570,"York Regional Health Unit","York",1230
2020-11-13,3575,"Southwestern Public Health","Southwestern",50
2020-11-13,3595,"City of Toronto Health Unit","Toronto",4202
2020-11-14,3500,"Huron Perth Health Unit","Huron Perth",70
2020-11-14,3526,"The District of Algoma Health Unit","Algoma",11
2020-11-14,3527,"Brant County Health Unit","Brant",65
2020-11-14,3530,"Durham Regional Health Unit","Durham",335
2020-11-14,3533,"Grey Bruce Health Unit","Grey Bruce",28
2020-11-14,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",27
2020-11-14,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",6
2020-11-14,3536,"Halton Regional Health Unit","Halton",471
2020-11-14,3537,"City of Hamilton Health Unit","Hamilton",366
2020-11-14,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",11
2020-11-14,3540,"Chatham-Kent Health Unit","Chatham-Kent",26
2020-11-14,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",33
2020-11-14,3542,"Lambton Health Unit","Lambton",8
2020-11-14,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",14
2020-11-14,3544,"Middlesex-London Health Unit","Middlesex-London",143
2020-11-14,3546,"Niagara Regional Area Health Unit","Niagara",186
2020-11-14,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",4
2020-11-14,3549,"Northwestern Health Unit","Northwestern",7
2020-11-14,3551,"City of Ottawa Health Unit","Ottawa",510
2020-11-14,3553,"Peel Regional Health Unit","Peel",3521
2020-11-14,3555,"Peterborough County-City Health Unit","Peterborough",17
2020-11-14,3556,"Porcupine Health Unit","Porcupine",2
2020-11-14,3557,"Renfrew County and District Health Unit","Renfrew",9
2020-11-14,3558,"The Eastern Ontario Health Unit","Eastern",88
2020-11-14,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",175
2020-11-14,3561,"Sudbury and District Health Unit","Sudbury",69
2020-11-14,3562,"Thunder Bay District Health Unit","Thunder Bay",34
2020-11-14,3563,"Timiskaming Health Unit","Timiskaming",0
2020-11-14,3565,"Waterloo Health Unit","Waterloo",329
2020-11-14,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",105
2020-11-14,3568,"Windsor-Essex County Health Unit","Windsor-Essex",183
2020-11-14,3570,"York Regional Health Unit","York",1214
2020-11-14,3575,"Southwestern Public Health","Southwestern",57
2020-11-14,3595,"City of Toronto Health Unit","Toronto",4221
2020-11-15,3500,"Huron Perth Health Unit","Huron Perth",73
2020-11-15,3526,"The District of Algoma Health Unit","Algoma",6
2020-11-15,3527,"Brant County Health Unit","Brant",66
2020-11-15,3530,"Durham Regional Health Unit","Durham",364
2020-11-15,3533,"Grey Bruce Health Unit","Grey Bruce",38
2020-11-15,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",32
2020-11-15,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",6
2020-11-15,3536,"Halton Regional Health Unit","Halton",486
2020-11-15,3537,"City of Hamilton Health Unit","Hamilton",365
2020-11-15,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",13
2020-11-15,3540,"Chatham-Kent Health Unit","Chatham-Kent",32
2020-11-15,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",35
2020-11-15,3542,"Lambton Health Unit","Lambton",8
2020-11-15,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",14
2020-11-15,3544,"Middlesex-London Health Unit","Middlesex-London",127
2020-11-15,3546,"Niagara Regional Area Health Unit","Niagara",179
2020-11-15,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",4
2020-11-15,3549,"Northwestern Health Unit","Northwestern",7
2020-11-15,3551,"City of Ottawa Health Unit","Ottawa",504
2020-11-15,3553,"Peel Regional Health Unit","Peel",3652
2020-11-15,3555,"Peterborough County-City Health Unit","Peterborough",22
2020-11-15,3556,"Porcupine Health Unit","Porcupine",3
2020-11-15,3557,"Renfrew County and District Health Unit","Renfrew",15
2020-11-15,3558,"The Eastern Ontario Health Unit","Eastern",89
2020-11-15,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",202
2020-11-15,3561,"Sudbury and District Health Unit","Sudbury",62
2020-11-15,3562,"Thunder Bay District Health Unit","Thunder Bay",36
2020-11-15,3563,"Timiskaming Health Unit","Timiskaming",1
2020-11-15,3565,"Waterloo Health Unit","Waterloo",368
2020-11-15,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",113
2020-11-15,3568,"Windsor-Essex County Health Unit","Windsor-Essex",195
2020-11-15,3570,"York Regional Health Unit","York",1226
2020-11-15,3575,"Southwestern Public Health","Southwestern",65
2020-11-15,3595,"City of Toronto Health Unit","Toronto",4422
2020-11-16,3500,"Huron Perth Health Unit","Huron Perth",57
2020-11-16,3526,"The District of Algoma Health Unit","Algoma",3
2020-11-16,3527,"Brant County Health Unit","Brant",64
2020-11-16,3530,"Durham Regional Health Unit","Durham",378
2020-11-16,3533,"Grey Bruce Health Unit","Grey Bruce",37
2020-11-16,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",31
2020-11-16,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",7
2020-11-16,3536,"Halton Regional Health Unit","Halton",508
2020-11-16,3537,"City of Hamilton Health Unit","Hamilton",319
2020-11-16,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",12
2020-11-16,3540,"Chatham-Kent Health Unit","Chatham-Kent",31
2020-11-16,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",37
2020-11-16,3542,"Lambton Health Unit","Lambton",7
2020-11-16,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",14
2020-11-16,3544,"Middlesex-London Health Unit","Middlesex-London",110
2020-11-16,3546,"Niagara Regional Area Health Unit","Niagara",189
2020-11-16,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",4
2020-11-16,3549,"Northwestern Health Unit","Northwestern",7
2020-11-16,3551,"City of Ottawa Health Unit","Ottawa",455
2020-11-16,3553,"Peel Regional Health Unit","Peel",3671
2020-11-16,3555,"Peterborough County-City Health Unit","Peterborough",23
2020-11-16,3556,"Porcupine Health Unit","Porcupine",3
2020-11-16,3557,"Renfrew County and District Health Unit","Renfrew",10
2020-11-16,3558,"The Eastern Ontario Health Unit","Eastern",81
2020-11-16,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",197
2020-11-16,3561,"Sudbury and District Health Unit","Sudbury",55
2020-11-16,3562,"Thunder Bay District Health Unit","Thunder Bay",42
2020-11-16,3563,"Timiskaming Health Unit","Timiskaming",1
2020-11-16,3565,"Waterloo Health Unit","Waterloo",363
2020-11-16,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",122
2020-11-16,3568,"Windsor-Essex County Health Unit","Windsor-Essex",182
2020-11-16,3570,"York Regional Health Unit","York",1161
2020-11-16,3575,"Southwestern Public Health","Southwestern",64
2020-11-16,3595,"City of Toronto Health Unit","Toronto",4687
2020-11-17,3500,"Huron Perth Health Unit","Huron Perth",57
2020-11-17,3526,"The District of Algoma Health Unit","Algoma",3
2020-11-17,3527,"Brant County Health Unit","Brant",54
2020-11-17,3530,"Durham Regional Health Unit","Durham",378
2020-11-17,3533,"Grey Bruce Health Unit","Grey Bruce",34
2020-11-17,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",30
2020-11-17,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",8
2020-11-17,3536,"Halton Regional Health Unit","Halton",524
2020-11-17,3537,"City of Hamilton Health Unit","Hamilton",308
2020-11-17,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",10
2020-11-17,3540,"Chatham-Kent Health Unit","Chatham-Kent",27
2020-11-17,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",37
2020-11-17,3542,"Lambton Health Unit","Lambton",9
2020-11-17,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",11
2020-11-17,3544,"Middlesex-London Health Unit","Middlesex-London",92
2020-11-17,3546,"Niagara Regional Area Health Unit","Niagara",153
2020-11-17,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",6
2020-11-17,3549,"Northwestern Health Unit","Northwestern",8
2020-11-17,3551,"City of Ottawa Health Unit","Ottawa",403
2020-11-17,3553,"Peel Regional Health Unit","Peel",3749
2020-11-17,3555,"Peterborough County-City Health Unit","Peterborough",22
2020-11-17,3556,"Porcupine Health Unit","Porcupine",4
2020-11-17,3557,"Renfrew County and District Health Unit","Renfrew",8
